"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"27.05.2020","17.757","17.560","17.225","17.225","61.04K","0.92%"
"26.05.2020","17.595","17.630","17.370","17.370","65.07K","1.33%"
"21.05.2020","17.364","18.055","17.260","17.260","51.24K","-3.70%"
"20.05.2020","18.031","17.875","17.755","17.755","74.68K","0.73%"
"19.05.2020","17.901","17.370","17.340","17.340","62.49K","2.48%"
"18.05.2020","17.468","17.225","17.125","17.125","66.69K","8.12%"
"14.05.2020","16.156","15.755","15.660","15.660","80.68K","3.09%"
"13.05.2020","15.671","15.625","15.545","15.545","52.22K","-0.24%"
"12.05.2020","15.709","15.700","15.525","15.525","42.56K","0.18%"
"11.05.2020","15.680","15.755","15.510","15.510","35.61K","0.58%"
"07.05.2020","15.590","14.920","14.920","14.920","58.81K","3.83%"
"06.05.2020","15.015","15.115","14.840","14.840","49.27K","-0.63%"
"05.05.2020","15.110","14.845","14.760","14.760","38.73K","2.12%"
"04.05.2020","14.796","15.075","14.760","14.760","32.04K","-1.18%"
"30.04.2020","14.973","15.530","14.850","14.850","32.19K","-2.23%"
"29.04.2020","15.315","15.330","15.235","15.235","66.67K","0.36%"
"28.04.2020","15.260","15.375","15.025","15.025","42.10K","-0.25%"
"27.04.2020","15.299","15.475","15.240","15.240","28.28K","-0.53%"
"23.04.2020","15.381","15.350","15.310","15.310","39.19K","0.14%"
"22.04.2020","15.359","15.085","14.875","14.875","47.87K","3.08%"
"21.04.2020","14.900","15.610","14.700","14.700","42.94K","-4.72%"
"20.04.2020","15.638","15.380","15.380","15.380","68.55K","-0.05%"
"16.04.2020","15.646","15.625","15.625","15.625","41.18K","0.75%"
"15.04.2020","15.529","16.090","15.600","15.600","43.47K","-3.87%"
"14.04.2020","16.154","15.810","15.810","15.810","51.17K","3.81%"
"13.04.2020","15.561","16.000","15.470","15.470","63.63K","2.18%"
"08.04.2020","15.229","15.280","15.155","15.155","64.32K","-1.77%"
"07.04.2020","15.504","15.650","15.265","15.265","43.34K","2.05%"
"06.04.2020","15.193","14.655","14.645","14.645","69.75K","3.51%"
"02.04.2020","14.678","14.585","14.575","14.575","38.18K","4.78%"
"01.04.2020","14.008","14.175","14.175","14.175","55.52K","-1.21%"
"31.03.2020","14.180","14.105","14.105","14.105","44.03K","0.17%"
"30.03.2020","14.156","14.730","13.995","13.995","50.96K","-3.54%"
"26.03.2020","14.676","14.770","14.400","14.400","54.39K","-1.32%"
"25.03.2020","14.873","14.415","14.205","14.205","52.83K","4.32%"
"24.03.2020","14.257","13.320","13.220","13.220","78.77K","7.51%"
"23.03.2020","13.261","12.615","12.290","12.290","109.94K","9.29%"
"19.03.2020","12.134","11.975","11.760","11.760","81.76K","3.08%"
"18.03.2020","11.772","12.610","11.640","11.640","77.37K","-5.79%"
"17.03.2020","12.495","12.860","12.110","12.110","122.77K","-2.50%"
"16.03.2020","12.816","15.100","11.770","11.770","111.38K","-19.93%"
"12.03.2020","16.005","16.720","15.505","15.505","162.45K","-4.60%"
"11.03.2020","16.776","16.875","16.660","16.660","147.26K","-1.06%"
"10.03.2020","16.955","17.020","16.790","16.790","56.85K","-0.58%"
"09.03.2020","17.054","17.490","16.550","16.550","76.90K","-1.95%"
"05.03.2020","17.393","17.230","17.150","17.150","94.55K","0.85%"
"04.03.2020","17.246","17.205","17.075","17.075","53.48K","0.34%"
"03.03.2020","17.188","16.665","16.665","16.665","67.25K","2.68%"
"02.03.2020","16.739","16.500","16.445","16.445","114.57K","-5.62%"
"27.02.2020","17.735","17.945","17.630","17.630","221.54K","-0.78%"
"26.02.2020","17.874","18.035","17.785","17.785","122.38K","-1.95%"
"25.02.2020","18.229","18.665","17.910","17.910","96.32K","-3.67%"
"24.02.2020","18.923","18.675","18.585","18.585","153.70K","3.03%"
"20.02.2020","18.367","18.415","18.255","18.255","114.90K","0.04%"
"19.02.2020","18.359","18.200","18.200","18.200","98.11K","0.92%"
"18.02.2020","18.192","17.760","17.760","17.760","93.64K","3.01%"
"13.02.2020","17.660","17.575","17.575","17.575","56.24K","0.70%"
"12.02.2020","17.537","17.620","17.480","17.480","69.82K","-0.57%"
"11.02.2020","17.638","17.770","17.595","17.595","73.62K","-1.05%"
"10.02.2020","17.826","17.765","17.725","17.725","70.84K","-0.17%"
"06.02.2020","17.857","17.635","17.635","17.635","68.87K","1.21%"
"05.02.2020","17.643","17.585","17.560","17.560","60.51K","0.24%"
"04.02.2020","17.600","17.745","17.585","17.585","59.86K","-0.63%"
"03.02.2020","17.712","18.135","17.640","17.640","59.68K","-1.77%"
"30.01.2020","18.032","17.620","17.620","17.620","63.34K","3.12%"
"29.01.2020","17.487","17.440","17.280","17.280","96.96K","0.17%"
"28.01.2020","17.458","18.095","17.420","17.420","63.16K","-3.31%"
"27.01.2020","18.056","18.260","18.040","18.040","110.54K","1.27%"
"23.01.2020","17.829","17.835","17.590","17.590","68.05K","0.01%"
"22.01.2020","17.828","17.785","17.675","17.675","69.27K","0.11%"
"21.01.2020","17.808","18.040","17.620","17.620","57.76K","-0.73%"
"16.01.2020","17.939","18.010","17.875","17.875","69.18K","-0.27%"
"15.01.2020","17.988","17.800","17.755","17.755","58.31K","1.39%"
"14.01.2020","17.742","17.975","17.690","17.690","73.76K","-1.41%"
"13.01.2020","17.996","18.130","17.935","17.935","84.39K","0.33%"
"09.01.2020","17.936","18.120","17.815","17.815","80.66K","-1.27%"
"08.01.2020","18.167","18.450","18.085","18.085","101.36K","-1.23%"
"07.01.2020","18.393","18.185","17.975","17.975","180.48K","1.18%"
"06.01.2020","18.179","18.170","18.045","18.045","111.96K","0.74%"
"02.01.2020","18.046","17.905","17.830","17.830","110.02K","0.70%"
"31.12.2019","17.921","17.970","18.200","17.870","62.11K","-0.44%"
"30.12.2019","18.001","17.860","18.020","17.830","62.11K","0.25%"
"26.12.2019","17.956","17.795","18.100","17.785","70.18K","2.82%"
"23.12.2019","17.463","17.250","17.460","17.250","64.68K","2.03%"
"19.12.2019","17.116","16.920","17.115","16.920","65.65K","0.62%"
"18.12.2019","17.010","17.075","17.075","16.980","47.39K","-0.15%"
"17.12.2019","17.036","17.090","17.115","17.045","47.19K","-0.24%"
"16.12.2019","17.077","16.930","17.085","16.930","45.74K","0.98%"
"12.12.2019","16.912","16.895","17.095","16.800","77.90K","0.61%"
"11.12.2019","16.810","16.840","16.875","16.840","113.42K","0.88%"
"10.12.2019","16.664","16.655","16.770","16.625","62.67K","0.39%"
"09.12.2019","16.600","16.595","16.595","16.595","50.20K","-2.46%"
"05.12.2019","17.019","16.905","16.995","16.905","110.18K","0.82%"
"04.12.2019","16.881","17.200","17.200","16.900","69.27K","-1.88%"
"03.12.2019","17.204","17.050","17.220","17.035","112.99K","1.70%"
"02.12.2019","16.916","17.025","17.025","16.870","90.11K","-0.55%"
"27.11.2019","17.009","17.190","17.200","17.025","69.20K","-0.51%"
"26.11.2019","17.096","16.840","17.125","16.840","61.62K","0.93%"
"25.11.2019","16.939","16.995","17.000","16.880","84.26K","-1.03%"
"21.11.2019","17.116","17.210","17.210","17.065","78.64K","-0.29%"
"20.11.2019","17.166","17.120","17.220","17.065","95.17K","-0.02%"
"19.11.2019","17.169","17.080","17.200","17.000","98.37K","0.69%"
"18.11.2019","17.051","17.015","17.080","16.795","94.71K","-0.16%"
"14.11.2019","17.078","17.000","17.115","16.945","66.80K","0.68%"
"13.11.2019","16.963","16.815","17.000","16.815","79.01K","1.33%"
"12.11.2019","16.740","16.730","16.835","16.680","99.84K","-0.66%"
"11.11.2019","16.852","16.815","16.955","16.690","93.98K","-1.25%"
"07.11.2019","17.065","17.655","17.690","17.000","135.57K","-3.34%"
"06.11.2019","17.654","17.635","17.660","17.450","166.41K","0.18%"
"05.11.2019","17.623","18.115","18.115","17.600","101.43K","-2.76%"
"04.11.2019","18.123","18.195","18.210","18.035","141.97K","-0.01%"
"31.10.2019","18.124","17.990","18.165","17.975","89.93K","1.13%"
"30.10.2019","17.921","17.870","17.990","17.735","103.41K","0.50%"
"29.10.2019","17.831","17.870","17.905","17.605","84.39K","-0.25%"
"28.10.2019","17.876","18.065","18.145","17.785","78.57K","0.40%"
"24.10.2019","17.804","17.575","17.860","17.485","133.99K","1.27%"
"23.10.2019","17.580","17.550","17.630","17.515","76.01K","0.46%"
"22.10.2019","17.500","17.580","17.680","17.440","51.19K","-0.58%"
"21.10.2019","17.602","17.615","17.895","17.530","56.64K","-0.06%"
"17.10.2019","17.612","17.415","17.665","17.330","48.12K","1.06%"
"16.10.2019","17.427","17.430","17.490","17.180","62.37K","0.25%"
"15.10.2019","17.384","17.695","17.765","17.370","80.64K","-1.84%"
"14.10.2019","17.710","17.590","17.735","17.455","71.96K","0.61%"
"10.10.2019","17.602","17.800","17.935","17.455","102.67K","-1.17%"
"09.10.2019","17.810","17.775","18.000","17.720","93.95K","0.62%"
"08.10.2019","17.700","17.490","17.860","17.305","67.68K","0.91%"
"07.10.2019","17.540","17.665","17.700","17.435","91.07K","-0.77%"
"03.10.2019","17.676","17.630","17.845","17.515","59.58K","-0.04%"
"02.10.2019","17.683","17.310","17.730","17.240","70.00K","2.20%"
"01.10.2019","17.302","17.045","17.375","16.940","70.48K","1.79%"
"30.09.2019","16.998","17.590","17.660","16.980","82.42K","-4.85%"
"26.09.2019","17.864","17.915","18.050","17.760","134.22K","-0.89%"
"25.09.2019","18.024","18.670","18.695","17.865","110.04K","-2.99%"
"24.09.2019","18.579","18.640","18.710","18.285","132.58K","-0.44%"
"23.09.2019","18.661","17.850","18.685","17.850","132.63K","4.63%"
"19.09.2019","17.835","17.785","17.930","17.670","59.13K","-0.19%"
"18.09.2019","17.869","18.060","18.060","17.570","65.97K","-1.21%"
"17.09.2019","18.088","17.835","18.090","17.835","100.53K","0.63%"
"16.09.2019","17.974","17.775","17.940","17.775","88.43K","-0.83%"
"12.09.2019","18.125","18.130","18.440","18.080","106.47K","0.05%"
"11.09.2019","18.116","18.180","18.180","18.050","99.70K","-0.08%"
"10.09.2019","18.131","18.000","18.185","18.000","84.66K","0.08%"
"09.09.2019","18.116","18.095","18.205","18.080","116.63K","-3.39%"
"05.09.2019","18.752","19.510","19.510","18.730","221.80K","-3.80%"
"04.09.2019","19.493","19.320","19.425","19.320","194.13K","1.60%"
"03.09.2019","19.186","18.585","19.190","18.470","156.69K","4.99%"
"29.08.2019","18.274","18.450","18.760","18.150","115.42K","-0.49%"
"28.08.2019","18.364","18.180","18.520","18.065","161.56K","0.91%"
"27.08.2019","18.199","17.670","18.220","17.655","97.74K","2.91%"
"26.08.2019","17.685","17.460","17.780","17.460","107.65K","3.51%"
"22.08.2019","17.086","17.095","17.145","16.965","112.35K","-0.65%"
"21.08.2019","17.197","17.140","17.215","17.080","70.97K","0.02%"
"20.08.2019","17.194","16.925","17.220","16.925","70.32K","1.23%"
"19.08.2019","16.985","17.150","17.150","16.870","72.36K","-1.56%"
"15.08.2019","17.254","17.240","17.355","17.160","71.92K","-0.42%"
"14.08.2019","17.326","17.005","17.320","16.925","96.52K","1.75%"
"13.08.2019","17.028","17.350","17.525","16.560","116.02K","-0.51%"
"12.08.2019","17.116","17.035","17.180","16.880","182.99K","0.82%"
"08.08.2019","16.976","17.155","17.200","16.875","98.62K","-1.51%"
"07.08.2019","17.237","16.525","17.275","16.525","124.04K","4.56%"
"06.08.2019","16.485","16.535","16.540","16.415","174.98K","0.32%"
"05.08.2019","16.433","16.285","16.565","16.285","71.82K","1.33%"
"01.08.2019","16.217","16.040","16.395","16.040","100.15K","-1.38%"
"31.07.2019","16.444","16.525","16.525","16.350","122.90K","-0.95%"
"30.07.2019","16.601","16.615","16.765","16.560","107.09K","0.98%"
"29.07.2019","16.440","16.420","16.500","16.360","57.74K","0.18%"
"25.07.2019","16.411","16.620","16.685","16.345","80.58K","-1.29%"
"24.07.2019","16.626","16.435","16.680","16.350","121.09K","0.91%"
"23.07.2019","16.476","16.380","16.575","16.205","84.63K","0.40%"
"22.07.2019","16.411","16.255","16.455","16.195","111.41K","1.31%"
"18.07.2019","16.198","16.005","16.385","15.960","173.87K","1.42%"
"17.07.2019","15.971","15.585","16.030","15.555","149.09K","1.87%"
"16.07.2019","15.678","15.415","15.735","15.340","111.24K","2.04%"
"15.07.2019","15.365","15.240","15.430","15.185","128.87K","1.45%"
"11.07.2019","15.146","15.265","15.345","15.120","49.16K","-0.53%"
"10.07.2019","15.226","15.135","15.315","15.070","60.63K","0.52%"
"09.07.2019","15.147","15.035","15.155","14.965","73.72K","0.64%"
"08.07.2019","15.050","15.050","15.150","14.985","49.64K","-1.86%"
"03.07.2019","15.336","15.370","15.510","15.240","109.25K","0.64%"
"02.07.2019","15.238","15.160","15.365","15.070","66.80K","0.30%"
"01.07.2019","15.193","15.315","15.345","15.155","71.31K","-0.66%"
"27.06.2019","15.294","15.340","15.355","15.205","57.10K","-0.27%"
"26.06.2019","15.335","15.360","15.375","15.195","74.82K","-0.05%"
"25.06.2019","15.342","15.480","15.535","15.315","93.66K","-0.49%"
"24.06.2019","15.418","15.400","15.485","15.330","142.47K","-0.71%"
"20.06.2019","15.529","15.190","15.515","15.160","143.03K","3.57%"
"19.06.2019","14.994","15.000","15.205","14.945","203.97K","-0.23%"
"18.06.2019","15.029","14.860","15.060","14.860","88.34K","1.12%"
"17.06.2019","14.863","14.885","14.905","14.795","106.33K","-0.42%"
"13.06.2019","14.926","14.780","14.905","14.780","115.81K","0.95%"
"12.06.2019","14.786","14.800","14.870","14.785","76.05K","0.08%"
"11.06.2019","14.774","14.715","14.810","14.670","71.98K","0.68%"
"10.06.2019","14.674","14.855","14.855","14.665","79.80K","-1.79%"
"06.06.2019","14.941","14.970","14.995","14.915","104.80K","0.78%"
"05.06.2019","14.826","14.890","14.970","14.800","80.74K","0.12%"
"04.06.2019","14.808","14.785","14.805","14.745","132.02K","0.19%"
"03.06.2019","14.780","14.680","14.855","14.680","96.39K","1.72%"
"30.05.2019","14.530","14.475","14.630","14.420","88.36K","0.83%"
"29.05.2019","14.411","14.325","14.450","14.320","58.64K","0.64%"
"28.05.2019","14.320","14.545","14.610","14.265","72.67K","-2.01%"
"23.05.2019","14.613","14.420","14.635","14.400","40.68K","1.14%"
"22.05.2019","14.449","14.420","14.480","14.370","68.45K","0.27%"
"21.05.2019","14.410","14.435","14.460","14.350","36.91K","-0.24%"
"20.05.2019","14.445","14.395","14.460","14.355","47.47K","-0.65%"
"16.05.2019","14.539","14.790","14.825","14.515","63.19K","-1.84%"
"15.05.2019","14.812","14.800","14.865","14.765","69.18K","0.00%"
"14.05.2019","14.812","14.780","14.865","14.745","43.23K","0.24%"
"13.05.2019","14.777","14.775","14.815","14.615","47.64K","0.03%"
"09.05.2019","14.773","14.845","14.875","14.705","45.82K","-0.60%"
"08.05.2019","14.862","14.920","14.990","14.835","59.56K","-0.43%"
"07.05.2019","14.926","14.910","14.955","14.810","53.11K","-0.01%"
"06.05.2019","14.927","14.960","14.990","14.770","55.91K","2.12%"
"02.05.2019","14.617","14.690","14.735","14.570","84.55K","-0.76%"
"01.05.2019","14.729","14.975","14.985","14.620","64.59K","-1.70%"
"30.04.2019","14.984","14.940","15.040","14.835","85.72K","0.34%"
"29.04.2019","14.933","15.115","15.115","14.905","62.08K","0.09%"
"25.04.2019","14.920","14.920","15.015","14.860","78.21K","-0.24%"
"24.04.2019","14.956","14.820","14.995","14.780","68.61K","0.86%"
"23.04.2019","14.829","14.995","15.025","14.735","84.04K","-1.25%"
"22.04.2019","15.016","15.020","15.065","15.000","86.03K","0.25%"
"17.04.2019","14.979","15.005","15.095","14.965","59.16K","0.15%"
"16.04.2019","14.956","14.990","15.005","14.875","78.51K","-0.43%"
"15.04.2019","15.021","14.980","15.030","14.845","71.05K","0.74%"
"11.04.2019","14.911","15.250","15.255","14.900","70.74K","-2.48%"
"10.04.2019","15.290","15.230","15.280","15.205","106.24K","0.20%"
"09.04.2019","15.259","15.280","15.300","15.235","63.27K","-0.03%"
"08.04.2019","15.263","15.130","15.270","15.130","61.10K","0.85%"
"04.04.2019","15.135","15.045","15.200","14.965","66.86K","-0.12%"
"03.04.2019","15.153","15.190","15.190","15.085","74.19K","0.28%"
"02.04.2019","15.111","15.100","15.135","15.035","59.92K","-0.24%"
"01.04.2019","15.148","15.175","15.200","15.115","69.93K","0.86%"
"28.03.2019","15.019","15.370","15.410","15.045","72.20K","-1.82%"
"27.03.2019","15.298","15.425","15.475","15.255","86.59K","-0.85%"
"26.03.2019","15.429","15.545","15.560","15.390","58.95K","-0.89%"
"25.03.2019","15.567","15.405","15.590","15.385","53.10K","0.84%"
"21.03.2019","15.437","15.485","15.650","15.380","53.66K","0.78%"
"20.03.2019","15.318","15.360","15.565","15.265","72.41K","-0.35%"
"19.03.2019","15.372","15.345","15.450","15.320","65.90K","0.33%"
"18.03.2019","15.322","15.315","15.425","15.220","39.61K","1.00%"
"14.03.2019","15.171","15.455","15.470","15.135","58.86K","-1.84%"
"13.03.2019","15.456","15.440","15.550","15.435","69.84K","0.28%"
"12.03.2019","15.413","15.330","15.490","15.310","46.36K","0.91%"
"11.03.2019","15.274","15.320","15.365","15.225","53.98K","1.56%"
"07.03.2019","15.040","15.100","15.130","14.985","73.17K","-0.30%"
"06.03.2019","15.085","15.150","15.175","15.055","61.27K","-0.13%"
"05.03.2019","15.105","15.115","15.175","15.060","56.77K","0.00%"
"04.03.2019","15.105","15.225","15.295","15.075","67.84K","-3.38%"
"28.02.2019","15.634","15.770","15.860","15.605","102.86K","-0.84%"
"27.02.2019","15.766","15.980","16.010","15.735","65.41K","-0.71%"
"26.02.2019","15.879","15.880","15.930","15.780","69.16K","0.03%"
"25.02.2019","15.875","15.910","16.000","15.875","60.81K","0.17%"
"21.02.2019","15.848","16.095","16.095","15.805","68.14K","-2.32%"
"20.02.2019","16.225","16.055","16.220","16.030","101.00K","1.32%"
"19.02.2019","16.013","15.820","16.020","15.790","114.10K","2.81%"
"14.02.2019","15.575","15.600","15.640","15.510","71.50K","-0.79%"
"13.02.2019","15.699","15.695","15.820","15.565","80.46K","-0.26%"
"12.02.2019","15.740","15.845","15.845","15.845","77.48K","0.00%"
"11.02.2019","15.740","15.860","15.875","15.750","60.67K","-0.13%"
"07.02.2019","15.760","15.715","15.765","15.685","55.47K","0.07%"
"06.02.2019","15.749","15.850","15.850","15.790","58.37K","-0.84%"
"05.02.2019","15.883","15.880","15.910","15.880","53.18K","-0.28%"
"04.02.2019","15.928","15.830","15.830","15.830","44.22K","-1.19%"
"31.01.2019","16.120","16.080","16.080","16.080","69.77K","0.91%"
"30.01.2019","15.974","15.940","16.210","15.925","80.26K","0.85%"
"29.01.2019","15.839","15.755","15.925","15.725","80.54K","0.47%"
"28.01.2019","15.765","15.755","15.830","15.610","60.00K","3.04%"
"24.01.2019","15.300","15.370","15.405","15.245","80.95K","-0.52%"
"23.01.2019","15.380","15.345","15.445","15.275","47.64K","0.36%"
"22.01.2019","15.325","15.375","15.385","15.195","56.86K","-1.36%"
"17.01.2019","15.536","15.625","15.645","15.480","55.59K","-0.65%"
"16.01.2019","15.638","15.620","15.685","15.520","54.25K","0.12%"
"15.01.2019","15.620","15.690","15.735","15.575","49.14K","-0.42%"
"14.01.2019","15.686","15.640","15.700","15.585","61.68K","0.27%"
"10.01.2019","15.643","15.800","15.830","15.585","65.33K","-0.58%"
"09.01.2019","15.735","15.715","15.825","15.630","63.41K","0.14%"
"08.01.2019","15.713","15.725","15.745","15.560","78.69K","-0.27%"
"07.01.2019","15.756","15.800","15.880","15.680","64.41K","-0.26%"
"03.01.2019","15.797","15.630","15.815","15.550","99.94K","0.95%"
"02.01.2019","15.649","15.550","15.680","15.385","90.48K","2.55%"
"27.12.2018","15.260","15.070","15.260","15.020","60.78K","1.20%"
"26.12.2018","15.079","14.760","15.195","14.760","78.86K","1.79%"
"20.12.2018","14.814","14.595","14.850","14.595","52.33K","0.29%"
"19.12.2018","14.771","14.820","14.820","14.610","76.60K","0.78%"
"18.12.2018","14.656","14.690","14.715","14.650","70.30K","-0.39%"
"17.12.2018","14.714","14.595","14.700","14.595","45.55K","-0.61%"
"13.12.2018","14.805","14.760","14.790","14.760","66.41K","0.01%"
"12.12.2018","14.804","14.625","14.820","14.625","50.19K","1.55%"
"11.12.2018","14.578","14.700","14.760","14.580","65.80K","0.16%"
"10.12.2018","14.555","14.580","14.595","14.565","75.44K","0.64%"
"06.12.2018","14.462","14.410","14.495","14.390","65.07K","-0.52%"
"05.12.2018","14.537","14.455","14.525","14.455","64.48K","-0.40%"
"04.12.2018","14.595","14.560","14.575","14.545","32.86K","0.98%"
"03.12.2018","14.453","14.400","14.565","14.400","76.61K","0.68%"
"29.11.2018","14.356","14.420","14.470","14.340","78.67K","-0.11%"
"28.11.2018","14.372","14.155","14.400","14.125","78.09K","1.67%"
"27.11.2018","14.136","14.270","14.310","14.110","84.40K","-0.85%"
"26.11.2018","14.257","14.345","14.445","14.245","84.45K","-1.96%"
"21.11.2018","14.542","14.340","14.575","14.315","101.36K","1.61%"
"20.11.2018","14.311","14.430","14.500","14.280","77.88K","-0.92%"
"19.11.2018","14.444","14.425","14.455","14.380","102.45K","0.98%"
"15.11.2018","14.304","14.145","14.345","14.130","79.03K","1.27%"
"14.11.2018","14.124","14.040","14.185","13.925","79.83K","0.72%"
"13.11.2018","14.023","14.035","14.115","13.980","93.28K","-0.22%"
"12.11.2018","14.054","14.175","14.220","14.010","90.15K","-2.85%"
"08.11.2018","14.467","14.480","14.570","14.415","116.98K","-0.99%"
"07.11.2018","14.612","14.600","14.715","14.600","91.31K","0.47%"
"06.11.2018","14.543","14.705","14.715","14.540","83.28K","-1.01%"
"05.11.2018","14.691","14.800","14.800","14.650","69.78K","-0.88%"
"01.11.2018","14.821","14.305","14.850","14.300","106.74K","3.47%"
"31.10.2018","14.324","14.430","14.430","14.300","121.88K","-1.24%"
"30.10.2018","14.504","14.535","14.535","14.475","79.22K","0.43%"
"29.10.2018","14.442","14.720","14.780","14.405","76.30K","-1.29%"
"25.10.2018","14.630","14.720","14.800","14.610","84.75K","-0.31%"
"24.10.2018","14.676","14.775","14.830","14.660","70.47K","-0.79%"
"23.10.2018","14.793","14.585","14.840","14.540","64.15K","1.41%"
"22.10.2018","14.587","14.650","14.715","14.540","86.18K","-0.12%"
"18.10.2018","14.604","14.625","14.680","14.470","57.03K","-0.40%"
"17.10.2018","14.663","14.675","14.760","14.615","76.14K","-0.26%"
"16.10.2018","14.701","14.725","14.880","14.640","59.83K","-0.18%"
"15.10.2018","14.727","14.625","14.805","14.615","67.28K","0.83%"
"11.10.2018","14.606","14.335","14.650","14.275","70.70K","1.95%"
"10.10.2018","14.326","14.420","14.455","14.255","97.85K","-0.51%"
"09.10.2018","14.400","14.420","14.470","14.285","61.50K","0.50%"
"08.10.2018","14.329","14.665","14.700","14.285","65.02K","-1.79%"
"04.10.2018","14.590","14.665","14.805","14.560","61.93K","-0.55%"
"03.10.2018","14.670","14.730","14.855","14.650","77.16K","-0.16%"
"02.10.2018","14.693","14.535","14.950","14.470","66.41K","1.28%"
"01.10.2018","14.507","14.725","14.725","14.395","106.11K","1.52%"
"27.09.2018","14.290","14.375","14.480","14.195","117.07K","-0.45%"
"26.09.2018","14.354","14.460","14.475","14.300","87.46K","-0.63%"
"25.09.2018","14.445","14.255","14.500","14.220","88.58K","1.04%"
"24.09.2018","14.296","14.265","14.340","14.180","97.95K","0.24%"
"20.09.2018","14.262","14.330","14.335","14.200","103.37K","0.15%"
"19.09.2018","14.240","14.225","14.290","14.185","87.10K","0.67%"
"18.09.2018","14.145","14.130","14.190","14.105","79.41K","-0.27%"
"17.09.2018","14.183","14.035","14.215","14.035","69.08K","-0.11%"
"13.09.2018","14.199","14.220","14.305","14.180","66.73K","-0.33%"
"12.09.2018","14.246","14.145","14.245","14.065","82.53K","0.95%"
"11.09.2018","14.112","14.180","14.180","14.110","83.95K","-0.18%"
"10.09.2018","14.138","14.190","14.190","14.145","81.31K","-0.02%"
"06.09.2018","14.141","14.220","14.340","14.130","81.29K","-0.28%"
"05.09.2018","14.180","14.150","14.150","14.150","72.88K","0.25%"
"04.09.2018","14.145","14.480","14.480","14.080","67.29K","-2.79%"
"30.08.2018","14.551","14.780","14.825","14.545","62.90K","-1.24%"
"29.08.2018","14.733","14.730","14.765","14.635","81.13K","-0.59%"
"28.08.2018","14.820","14.895","14.990","14.655","68.75K","-0.54%"
"27.08.2018","14.901","14.835","14.910","14.755","95.48K","2.22%"
"23.08.2018","14.577","14.705","14.705","14.500","97.52K","-1.41%"
"22.08.2018","14.785","14.805","14.870","14.735","92.20K","-0.09%"
"21.08.2018","14.799","14.810","14.855","14.790","97.02K","0.65%"
"20.08.2018","14.703","14.785","14.820","14.680","69.40K","-0.28%"
"16.08.2018","14.745","14.465","14.840","14.380","75.07K","1.77%"
"15.08.2018","14.488","15.085","15.085","14.395","111.78K","-3.96%"
"14.08.2018","15.086","15.090","15.090","15.065","142.15K","0.47%"
"13.08.2018","15.016","15.280","15.290","15.020","66.78K","-3.09%"
"09.08.2018","15.495","15.540","15.540","15.500","83.08K","0.20%"
"08.08.2018","15.464","15.415","15.440","15.345","63.86K","0.38%"
"07.08.2018","15.405","15.405","15.405","15.405","59.94K","0.16%"
"06.08.2018","15.381","15.480","15.480","15.340","61.17K","-0.24%"
"02.08.2018","15.418","15.395","15.395","15.395","73.62K","-0.45%"
"01.08.2018","15.488","15.585","15.585","15.480","62.23K","-0.70%"
"31.07.2018","15.597","15.630","15.630","15.630","58.31K","-0.45%"
"30.07.2018","15.667","15.590","15.655","15.520","75.39K","1.11%"
"26.07.2018","15.495","15.620","15.700","15.390","59.41K","-0.60%"
"25.07.2018","15.589","15.480","15.655","15.470","56.67K","0.44%"
"24.07.2018","15.520","15.395","15.630","15.340","60.42K","0.62%"
"23.07.2018","15.425","15.540","15.580","15.350","70.89K","0.15%"
"19.07.2018","15.402","15.565","15.590","15.185","81.07K","-1.10%"
"18.07.2018","15.574","15.585","15.625","15.410","103.53K","-0.28%"
"17.07.2018","15.617","15.800","15.885","15.560","71.77K","-1.23%"
"16.07.2018","15.812","15.805","15.900","15.765","80.89K","-1.03%"
"12.07.2018","15.977","15.825","16.025","15.780","78.40K","1.01%"
"11.07.2018","15.817","16.105","16.110","15.805","64.14K","-1.68%"
"10.07.2018","16.087","16.150","16.200","15.920","86.97K","-0.32%"
"09.07.2018","16.139","16.065","16.260","16.055","68.89K","0.26%"
"05.07.2018","16.097","16.060","16.195","15.970","58.13K","0.34%"
"03.07.2018","16.043","15.880","16.085","15.815","89.47K","1.31%"
"02.07.2018","15.835","16.145","16.180","15.800","72.28K","-1.28%"
"28.06.2018","16.041","16.125","16.185","15.965","70.39K","-0.96%"
"27.06.2018","16.196","16.320","16.325","16.000","109.59K","-0.60%"
"26.06.2018","16.293","16.360","16.390","16.185","96.14K","-0.47%"
"25.06.2018","16.370","16.525","16.525","16.340","84.54K","0.04%"
"21.06.2018","16.364","16.330","16.365","16.230","73.07K","0.10%"
"20.06.2018","16.348","16.380","16.390","16.320","84.59K","-0.10%"
"19.06.2018","16.364","16.565","16.580","16.290","72.54K","-0.71%"
"18.06.2018","16.481","16.580","16.680","16.485","117.42K","-4.73%"
"14.06.2018","17.299","17.025","17.360","17.025","173.55K","1.60%"
"13.06.2018","17.027","16.890","17.145","16.870","143.01K","0.59%"
"12.06.2018","16.927","16.940","17.000","16.860","109.68K","-0.38%"
"11.06.2018","16.991","16.920","17.000","16.830","80.92K","0.82%"
"07.06.2018","16.852","16.720","16.960","16.720","73.29K","0.73%"
"06.06.2018","16.730","16.760","16.800","16.750","123.78K","0.87%"
"05.06.2018","16.586","16.555","16.555","16.555","116.38K","0.67%"
