"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"13.03.2009","13.215","12.960","13.285","12.885","12.95K","2.10%"
"12.03.2009","12.943","12.785","13.080","12.640","14.88K","1.12%"
"11.03.2009","12.800","12.580","12.875","12.510","12.07K","2.07%"
"10.03.2009","12.540","12.950","12.990","12.465","17.85K","-3.09%"
"09.03.2009","12.940","13.335","13.385","12.760","17.70K","-2.95%"
"06.03.2009","13.333","13.260","13.520","13.215","16.13K","1.62%"
"05.03.2009","13.120","12.945","13.310","12.890","13.95K","1.59%"
"04.03.2009","12.915","12.800","13.150","12.680","17.82K","1.57%"
"03.03.2009","12.715","12.910","12.950","12.430","18.58K","-2.72%"
"02.03.2009","13.070","13.100","13.375","12.700","21.99K","-0.31%"
"27.02.2009","13.110","13.125","13.370","12.825","21.33K","1.04%"
"26.02.2009","12.975","13.725","13.745","12.935","42.09K","-6.49%"
"25.02.2009","13.875","13.735","14.120","13.540","42.10K","-0.86%"
"24.02.2009","13.995","14.385","14.575","13.680","51.13K","-3.15%"
"23.02.2009","14.450","14.380","14.600","14.060","28.65K","-0.28%"
"20.02.2009","14.490","13.980","14.580","13.965","20.62K","3.98%"
"19.02.2009","13.935","14.315","14.370","13.850","27.62K","-2.48%"
"18.02.2009","14.290","14.080","14.370","13.980","23.49K","1.85%"
"17.02.2009","14.030","13.585","14.205","13.585","0.05K","0.14%"
"16.02.2009","14.010","13.550","14.200","13.480","26.48K","2.83%"
"13.02.2009","13.625","13.450","13.685","13.220","17.78K","0.85%"
"12.02.2009","13.510","13.500","13.720","13.290","19.88K","-0.07%"
"11.02.2009","13.520","13.120","13.670","13.070","25.76K","2.97%"
"10.02.2009","13.130","12.805","13.215","12.725","21.21K","2.34%"
"09.02.2009","12.830","13.115","13.115","12.785","16.90K","-2.51%"
"06.02.2009","13.160","12.865","13.180","12.740","18.27K","3.22%"
"05.02.2009","12.750","12.495","12.920","12.270","20.06K","2.25%"
"04.02.2009","12.470","12.425","12.590","12.305","13.01K","1.38%"
"03.02.2009","12.300","12.400","12.470","12.135","17.92K","-0.93%"
"02.02.2009","12.415","12.610","12.655","12.175","15.61K","-1.19%"
"30.01.2009","12.565","12.340","12.660","12.215","24.04K","3.46%"
"29.01.2009","12.145","11.955","12.450","11.635","19.93K","1.52%"
"28.01.2009","11.963","12.060","12.165","11.815","14.88K","-1.74%"
"27.01.2009","12.175","12.025","12.220","11.855","18.38K","0.54%"
"26.01.2009","12.110","11.945","12.285","11.825","17.64K","1.42%"
"23.01.2009","11.940","11.390","12.075","11.260","28.27K","5.06%"
"22.01.2009","11.365","11.310","11.485","11.205","13.77K","0.35%"
"21.01.2009","11.325","11.185","11.505","11.040","16.99K","1.34%"
"20.01.2009","11.175","11.300","11.405","10.920","18.68K","0.00%"
"19.01.2009","11.175","11.300","11.405","10.920","18.68K","-0.36%"
"16.01.2009","11.215","10.575","11.305","10.575","21.76K","7.42%"
"15.01.2009","10.440","10.530","10.675","10.320","15.78K","-0.33%"
"14.01.2009","10.475","10.735","10.890","10.335","18.48K","-1.92%"
"13.01.2009","10.680","10.660","10.845","10.415","17.69K","-0.65%"
"12.01.2009","10.750","11.270","11.300","10.540","18.22K","-5.04%"
"09.01.2009","11.320","11.145","11.630","10.965","19.07K","2.01%"
"08.01.2009","11.097","11.060","11.350","10.795","19.09K","-0.07%"
"07.01.2009","11.105","11.480","11.605","10.880","21.58K","-2.97%"
"06.01.2009","11.445","11.240","11.550","10.790","18.87K","1.55%"
"05.01.2009","11.270","11.585","11.770","10.570","20.38K","-1.91%"
"02.01.2009","11.490","11.405","11.600","11.015","11.82K","1.73%"
"31.12.2008","11.295","10.995","11.425","10.765","7.54K","2.87%"
"30.12.2008","10.980","10.870","11.145","10.650","9.93K","1.57%"
"29.12.2008","10.810","10.730","11.275","10.710","12.18K","2.66%"
"26.12.2008","10.530","10.300","10.745","10.300","3.14K","1.74%"
"24.12.2008","10.350","10.270","10.450","10.225","4.04K","0.88%"
"23.12.2008","10.260","10.870","10.870","10.105","11.37K","-5.52%"
"22.12.2008","10.860","10.885","11.090","10.750","6.87K","0.09%"
"19.12.2008","10.850","10.975","11.025","10.545","11.11K","-2.43%"
"18.12.2008","11.120","11.350","11.480","10.930","15.68K","-2.63%"
"17.12.2008","11.420","11.260","11.615","10.835","23.15K","6.68%"
"16.12.2008","10.705","10.670","11.340","10.460","17.26K","0.80%"
"15.12.2008","10.620","10.295","10.730","10.255","16.39K","3.81%"
"12.12.2008","10.230","10.330","10.410","10.000","13.86K","-1.87%"
"11.12.2008","10.425","10.220","10.540","10.130","11.96K","2.21%"
"10.12.2008","10.200","9.845","10.280","9.815","15.21K","3.55%"
"09.12.2008","9.850","10.000","10.090","9.665","12.82K","-1.25%"
"08.12.2008","9.975","9.500","10.400","9.480","23.66K","5.78%"
"05.12.2008","9.430","9.500","9.560","9.125","15.84K","-0.95%"
"04.12.2008","9.520","9.655","9.720","9.340","16.47K","-0.73%"
"03.12.2008","9.590","9.650","9.750","9.295","13.15K","-0.26%"
"02.12.2008","9.615","9.220","9.750","9.130","15.33K","2.51%"
"01.12.2008","9.380","10.315","10.320","9.175","21.14K","-8.31%"
"28.11.2008","10.230","10.370","10.390","10.120","7.77K","0.10%"
"26.11.2008","10.220","10.260","10.455","10.150","32.00K","-0.49%"
"25.11.2008","10.270","10.575","10.575","10.030","32.00K","-0.82%"
"24.11.2008","10.355","9.635","10.680","9.460","32.87K","9.23%"
"21.11.2008","9.480","8.960","9.660","8.900","26.11K","5.04%"
"20.11.2008","9.025","9.260","9.455","8.805","26.97K","-3.06%"
"19.11.2008","9.310","9.620","9.850","9.205","26.95K","-2.51%"
"18.11.2008","9.550","9.620","9.740","9.115","26.33K","2.36%"
"17.11.2008","9.330","9.420","9.665","9.210","18.64K","-1.69%"
"14.11.2008","9.490","9.420","9.700","9.185","20.10K","7.84%"
"13.11.2008","8.800","9.295","9.510","8.770","27.01K","-7.17%"
"12.11.2008","9.480","9.755","9.870","9.250","20.64K","-3.31%"
"11.11.2008","9.805","10.185","10.225","9.530","19.42K","-4.06%"
"10.11.2008","10.220","10.065","10.535","10.055","22.87K","2.58%"
"07.11.2008","9.963","9.995","10.295","9.905","17.53K","-0.91%"
"06.11.2008","10.055","10.270","10.800","9.850","24.18K","-3.83%"
"05.11.2008","10.455","10.260","10.600","10.035","24.93K","3.21%"
"04.11.2008","10.130","9.770","10.540","9.700","23.68K","3.90%"
"03.11.2008","9.750","9.840","10.260","9.600","13.76K","0.21%"
"31.10.2008","9.730","9.710","9.965","9.200","17.77K","-0.56%"
"30.10.2008","9.785","9.910","10.645","9.565","20.12K","-0.20%"
"29.10.2008","9.805","9.190","10.175","9.010","27.24K","11.55%"
"28.10.2008","8.790","9.025","9.295","8.400","22.93K","-4.40%"
"27.10.2008","9.195","9.355","9.545","8.720","15.73K","-1.08%"
"24.10.2008","9.295","9.690","9.800","8.650","23.63K","-2.16%"
"23.10.2008","9.500","9.540","9.890","9.165","23.34K","0.42%"
"22.10.2008","9.460","10.080","10.170","9.355","22.65K","-6.10%"
"21.10.2008","10.075","9.775","10.180","9.525","25.35K","3.97%"
"20.10.2008","9.690","9.350","9.915","9.350","22.21K","3.80%"
"17.10.2008","9.335","9.720","9.930","9.090","24.67K","-3.11%"
"16.10.2008","9.635","10.330","10.365","9.250","27.99K","-5.35%"
"15.10.2008","10.180","11.045","11.130","10.035","24.07K","-7.96%"
"14.10.2008","11.060","10.765","11.195","10.710","17.58K","2.50%"
"13.10.2008","10.790","10.270","10.910","10.070","21.63K","1.79%"
"10.10.2008","10.600","12.135","12.355","9.400","40.89K","-10.74%"
"09.10.2008","11.875","11.800","12.195","11.520","14.14K","0.87%"
"08.10.2008","11.772","11.585","12.130","11.445","22.84K","3.44%"
"07.10.2008","11.380","11.110","11.900","11.005","23.27K","0.84%"
"06.10.2008","11.285","11.155","11.555","10.925","24.67K","-0.35%"
"03.10.2008","11.325","10.910","11.790","10.840","30.18K","1.84%"
"02.10.2008","11.120","12.660","12.660","10.855","34.40K","-12.92%"
"01.10.2008","12.770","12.135","13.080","12.045","24.84K","4.03%"
"30.09.2008","12.275","13.215","13.285","11.800","29.11K","-5.76%"
"29.09.2008","13.025","13.300","13.460","12.720","27.50K","-3.54%"
"26.09.2008","13.503","13.310","13.740","13.115","20.49K","1.72%"
"25.09.2008","13.275","13.315","13.880","13.100","32.52K","-1.23%"
"24.09.2008","13.440","13.350","13.730","13.135","25.03K","2.05%"
"23.09.2008","13.170","13.540","13.750","13.050","33.82K","-2.08%"
"22.09.2008","13.450","12.645","13.675","12.540","32.37K","7.82%"
"19.09.2008","12.475","12.025","12.735","11.810","30.82K","-1.77%"
"18.09.2008","12.700","12.130","13.065","11.725","54.58K","8.78%"
"17.09.2008","11.675","10.520","12.170","10.435","60.03K","11.01%"
"16.09.2008","10.517","11.190","11.235","10.440","35.74K","-5.55%"
"15.09.2008","11.135","11.030","11.250","10.420","31.33K","3.15%"
"12.09.2008","10.795","10.660","10.990","10.585","27.97K","2.27%"
"11.09.2008","10.555","10.735","11.035","10.310","39.56K","-3.08%"
"10.09.2008","10.890","11.370","11.670","10.700","44.86K","-7.04%"
"09.09.2008","11.715","12.175","12.255","11.310","37.97K","-2.90%"
"08.09.2008","12.065","12.525","12.795","11.940","29.71K","-2.11%"
"05.09.2008","12.325","12.900","13.190","12.120","39.90K","-4.75%"
"04.09.2008","12.940","12.970","13.265","12.700","23.44K","-0.05%"
"03.09.2008","12.947","13.140","13.225","12.630","23.31K","-1.51%"
"02.09.2008","13.145","13.875","13.900","12.550","38.94K","-4.10%"
"29.08.2008","13.707","13.775","13.990","13.630","14.56K","0.01%"
"28.08.2008","13.705","13.600","14.130","13.560","34.66K","1.74%"
"27.08.2008","13.470","13.570","13.850","13.400","33.68K","-0.77%"
"26.08.2008","13.575","13.470","13.725","12.960","41.48K","1.53%"
"25.08.2008","13.370","13.360","13.560","13.100","23.75K","-0.79%"
"22.08.2008","13.477","13.860","13.935","13.290","26.19K","-1.82%"
"21.08.2008","13.727","13.260","13.875","13.185","30.40K","5.27%"
"20.08.2008","13.040","13.245","13.400","12.790","30.68K","-0.50%"
"19.08.2008","13.105","13.050","13.335","12.400","31.82K","0.04%"
"18.08.2008","13.100","12.915","13.335","12.880","27.88K","2.22%"
"15.08.2008","12.815","14.170","14.190","12.200","60.56K","-9.94%"
"14.08.2008","14.230","14.890","15.100","14.100","41.94K","-4.14%"
"13.08.2008","14.845","14.510","14.930","14.350","39.27K","2.49%"
"12.08.2008","14.485","14.635","14.825","14.010","43.96K","-0.92%"
"11.08.2008","14.620","15.315","15.435","14.535","39.59K","-4.63%"
"08.08.2008","15.330","16.205","16.240","15.240","40.70K","-5.70%"
"07.08.2008","16.257","16.555","16.695","16.020","32.06K","-1.50%"
"06.08.2008","16.505","16.450","16.770","16.425","27.24K","-0.40%"
"05.08.2008","16.572","16.955","17.030","16.425","37.99K","-3.31%"
"04.08.2008","17.140","17.540","17.650","16.905","24.12K","-2.17%"
"01.08.2008","17.520","17.770","17.805","17.280","25.40K","-1.52%"
"31.07.2008","17.790","17.555","17.950","17.425","32.38K","1.86%"
"30.07.2008","17.465","17.405","17.635","16.845","35.33K","0.52%"
"29.07.2008","17.375","17.575","17.660","17.080","24.16K","-0.52%"
"28.07.2008","17.465","17.445","17.580","17.270","15.58K","0.52%"
"25.07.2008","17.375","17.470","17.680","17.045","24.44K","0.45%"
"24.07.2008","17.298","17.425","17.670","17.130","27.22K","-0.92%"
"23.07.2008","17.458","17.985","18.055","17.320","36.81K","-3.04%"
"22.07.2008","18.005","18.500","18.760","17.895","35.05K","-2.28%"
"21.07.2008","18.425","18.215","18.535","18.200","16.89K","1.24%"
"18.07.2008","18.200","18.575","18.690","18.105","27.48K","-2.86%"
"17.07.2008","18.735","18.815","19.215","18.390","36.85K","-0.37%"
"16.07.2008","18.805","18.995","19.000","18.675","33.76K","-1.09%"
"15.07.2008","19.013","19.170","19.550","18.610","44.69K","-1.23%"
"14.07.2008","19.250","18.945","19.310","18.585","31.90K","2.28%"
"11.07.2008","18.820","18.370","18.980","18.325","28.76K","2.73%"
"10.07.2008","18.320","18.200","18.425","18.130","26.72K","0.80%"
"09.07.2008","18.175","17.890","18.235","17.815","21.97K","1.23%"
"08.07.2008","17.955","17.860","18.045","17.550","26.36K","0.20%"
"07.07.2008","17.920","18.220","18.230","17.625","31.27K","-1.54%"
"04.07.2008","18.200","18.360","18.360","18.070","28.22K","-0.93%"
"03.07.2008","18.370","18.445","18.585","18.070","27.61K","-0.30%"
"02.07.2008","18.425","18.185","18.490","17.980","27.61K","0.74%"
"01.07.2008","18.290","17.505","18.310","17.460","36.09K","4.45%"
"30.06.2008","17.510","17.670","17.980","17.290","23.77K","-1.13%"
"27.06.2008","17.710","17.270","17.760","17.215","36.12K","3.42%"
"26.06.2008","17.125","16.750","17.440","16.690","47.39K","3.77%"
"25.06.2008","16.503","16.685","16.820","16.460","36.60K","-0.78%"
"24.06.2008","16.633","16.775","16.950","16.600","36.60K","-0.94%"
"23.06.2008","16.790","17.390","17.520","16.525","45.26K","-3.49%"
"20.06.2008","17.397","17.370","17.645","17.305","22.51K","-0.42%"
"19.06.2008","17.470","17.365","17.750","17.145","33.48K","0.75%"
"18.06.2008","17.340","17.060","17.490","16.985","29.64K","1.55%"
"17.06.2008","17.075","17.165","17.410","16.850","26.47K","-0.91%"
"16.06.2008","17.232","16.575","17.470","16.400","33.06K","4.06%"
"13.06.2008","16.560","16.485","16.620","16.270","19.04K","0.45%"
"12.06.2008","16.485","16.900","16.925","16.250","32.29K","-2.20%"
"11.06.2008","16.855","16.645","16.940","16.540","22.86K","1.32%"
"10.06.2008","16.635","17.160","17.210","16.510","35.27K","-3.34%"
"09.06.2008","17.210","17.570","17.670","17.105","25.35K","-1.26%"
"06.06.2008","17.430","17.200","17.585","17.120","30.37K","1.51%"
"05.06.2008","17.170","16.845","17.225","16.505","34.19K","1.36%"
"04.06.2008","16.940","16.835","16.950","16.610","21.40K","0.62%"
"03.06.2008","16.835","16.850","16.960","16.465","27.95K","-0.44%"
"02.06.2008","16.910","16.880","17.045","16.610","21.33K","0.27%"
"30.05.2008","16.865","16.645","16.960","16.450","20.57K","2.12%"
"29.05.2008","16.515","17.485","17.600","16.510","45.17K","-5.17%"
"28.05.2008","17.415","17.500","17.680","17.065","29.90K","-0.29%"
"27.05.2008","17.465","18.275","18.375","17.430","35.37K","-4.90%"
"26.05.2008","18.365","18.275","18.370","18.185","20.44K","0.41%"
"23.05.2008","18.290","18.000","18.340","17.885","27.42K","1.47%"
"22.05.2008","18.025","18.090","18.240","17.775","27.42K","-0.14%"
"21.05.2008","18.050","17.745","18.160","17.610","27.72K","1.83%"
"20.05.2008","17.725","17.000","17.755","16.960","30.23K","4.09%"
"19.05.2008","17.028","17.070","17.295","16.870","19.98K","0.40%"
"16.05.2008","16.960","16.770","17.110","16.755","21.68K","1.65%"
"15.05.2008","16.685","16.600","17.040","16.555","24.14K","0.43%"
"14.05.2008","16.613","16.750","16.950","16.550","21.24K","-1.28%"
"13.05.2008","16.828","17.215","17.325","16.570","28.91K","-2.30%"
"12.05.2008","17.225","16.900","17.370","16.715","23.41K","1.86%"
"09.05.2008","16.910","16.945","17.135","16.530","24.94K","0.24%"
"08.05.2008","16.870","16.710","17.020","16.510","18.89K","1.05%"
"07.05.2008","16.695","16.920","16.980","16.530","23.13K","-0.98%"
"06.05.2008","16.860","16.810","17.070","16.710","19.89K","0.18%"
"05.05.2008","16.830","16.470","16.890","16.465","14.15K","2.22%"
"02.05.2008","16.465","16.260","16.585","16.125","19.84K","1.60%"
"01.05.2008","16.205","16.920","17.120","16.055","32.99K","-2.34%"
"30.04.2008","16.593","16.625","16.960","16.455","28.53K","-0.28%"
"29.04.2008","16.640","17.140","17.140","16.530","27.97K","-2.19%"
"28.04.2008","17.013","16.845","17.130","16.770","34.51K","0.97%"
"25.04.2008","16.850","16.735","16.900","16.390","38.69K","1.14%"
"24.04.2008","16.660","17.115","17.220","16.630","39.54K","-2.94%"
"23.04.2008","17.165","17.635","17.850","16.970","42.76K","-3.08%"
"22.04.2008","17.710","17.450","17.955","17.285","30.43K","2.02%"
"21.04.2008","17.360","17.895","17.975","17.265","27.75K","-2.58%"
"18.04.2008","17.820","18.260","18.480","17.375","36.24K","-2.65%"
"17.04.2008","18.305","18.355","18.770","18.170","24.38K","-0.11%"
"16.04.2008","18.325","17.880","18.550","17.745","32.74K","2.66%"
"15.04.2008","17.850","17.775","18.070","17.650","20.96K","0.34%"
"14.04.2008","17.790","17.700","17.910","17.260","24.75K","0.57%"
"11.04.2008","17.690","17.980","18.165","17.470","28.64K","-1.96%"
"10.04.2008","18.043","18.235","18.440","17.815","31.86K","-0.86%"
"09.04.2008","18.200","17.710","18.425","17.400","33.81K","2.78%"
"08.04.2008","17.708","18.075","18.240","17.440","26.58K","-2.27%"
"07.04.2008","18.120","17.785","18.285","17.730","22.56K","2.06%"
"04.04.2008","17.755","17.405","17.870","17.265","21.74K","1.57%"
"03.04.2008","17.480","17.360","17.595","16.950","29.42K","1.75%"
"02.04.2008","17.180","16.925","17.525","16.715","29.07K","1.72%"
"01.04.2008","16.890","17.260","17.420","16.330","45.96K","-2.43%"
"31.03.2008","17.310","17.910","18.220","17.060","35.81K","-3.51%"
"28.03.2008","17.940","18.470","18.590","17.670","28.13K","-3.29%"
"27.03.2008","18.550","18.480","18.685","17.975","28.95K","0.91%"
"26.03.2008","18.383","17.995","18.495","17.690","34.19K","3.28%"
"25.03.2008","17.800","17.080","18.020","16.975","33.45K","4.03%"
"24.03.2008","17.110","17.000","17.275","16.815","24.03K","1.54%"
"20.03.2008","16.850","18.405","18.430","16.725","58.91K","-8.65%"
"19.03.2008","18.445","19.755","20.170","18.220","65.62K","-7.59%"
"18.03.2008","19.960","20.250","20.510","19.550","33.66K","-1.67%"
"17.03.2008","20.300","20.780","21.440","19.800","44.71K","-1.72%"
"14.03.2008","20.655","20.655","20.975","20.320","29.50K","1.15%"
"13.03.2008","20.420","20.225","20.980","20.180","33.69K","2.13%"
"12.03.2008","19.995","19.740","20.280","19.450","31.78K","1.17%"
"11.03.2008","19.763","19.770","20.405","19.400","39.39K","-0.11%"
"10.03.2008","19.785","20.260","20.495","19.280","35.76K","-2.30%"
"07.03.2008","20.250","20.280","20.835","19.915","37.29K","0.12%"
"06.03.2008","20.225","20.930","21.325","19.905","56.50K","-2.69%"
"05.03.2008","20.785","19.910","20.970","19.480","52.96K","4.76%"
"04.03.2008","19.840","20.435","20.680","19.635","53.02K","-1.68%"
"03.03.2008","20.180","19.920","20.740","19.860","44.96K","1.33%"
"29.02.2008","19.915","19.855","20.055","19.455","36.30K","1.04%"
"28.02.2008","19.710","19.390","19.965","19.165","47.21K","2.60%"
"27.02.2008","19.210","18.795","19.490","18.790","63.40K","2.62%"
"26.02.2008","18.720","18.110","18.865","17.930","63.15K","3.51%"
"25.02.2008","18.085","18.055","18.185","17.880","46.29K","0.28%"
"22.02.2008","18.035","17.880","18.195","17.740","32.70K","0.47%"
"21.02.2008","17.950","17.830","18.075","17.785","36.72K","1.07%"
"20.02.2008","17.760","17.565","17.870","17.205","40.49K","1.44%"
"19.02.2008","17.508","17.095","17.600","16.965","32.17K","2.28%"
"15.02.2008","17.118","17.245","17.520","16.975","36.21K","-0.79%"
"14.02.2008","17.255","17.310","17.520","17.150","26.56K","-0.56%"
"13.02.2008","17.353","17.190","17.420","16.950","31.65K","0.60%"
"12.02.2008","17.250","17.500","17.650","17.160","32.82K","-1.26%"
"11.02.2008","17.470","17.230","17.595","17.135","34.93K","2.10%"
"08.02.2008","17.110","16.840","17.260","16.785","27.34K","2.00%"
"07.02.2008","16.775","16.530","16.900","16.500","28.04K","1.36%"
"06.02.2008","16.550","16.380","16.695","16.230","25.83K","1.25%"
"05.02.2008","16.345","16.730","16.785","16.300","28.05K","-2.59%"
"04.02.2008","16.780","16.870","16.975","16.445","27.79K","-0.53%"
"01.02.2008","16.870","16.945","17.345","16.765","39.56K","-0.74%"
"31.01.2008","16.995","16.860","17.090","16.735","29.42K","1.40%"
"30.01.2008","16.760","16.760","16.960","16.645","19.64K","-0.24%"
"29.01.2008","16.800","16.765","16.905","16.570","18.87K","0.30%"
"28.01.2008","16.750","16.530","16.805","16.415","22.96K","1.58%"
"25.01.2008","16.490","16.490","16.680","16.360","26.64K","0.96%"
"24.01.2008","16.333","16.120","16.525","16.005","32.46K","2.27%"
"23.01.2008","15.970","16.135","16.250","15.765","36.25K","-0.84%"
"22.01.2008","16.105","16.220","16.295","15.255","52.64K","-0.68%"
"18.01.2008","16.215","15.920","16.420","15.715","32.48K","1.28%"
"17.01.2008","16.010","15.870","16.175","15.820","25.63K","0.72%"
"16.01.2008","15.895","15.985","16.250","15.770","43.86K","-2.48%"
"15.01.2008","16.300","16.440","16.640","15.945","36.44K","-0.76%"
"14.01.2008","16.425","16.385","16.715","16.250","33.53K","0.34%"
"11.01.2008","16.370","16.270","16.415","16.050","25.71K","0.58%"
"10.01.2008","16.275","15.780","16.355","15.415","41.02K","2.75%"
"09.01.2008","15.840","15.795","16.270","15.645","36.84K","0.16%"
"08.01.2008","15.815","15.270","15.850","15.255","28.58K","3.43%"
"07.01.2008","15.290","15.400","15.480","15.200","19.49K","-1.11%"
"04.01.2008","15.462","15.455","15.570","15.240","22.54K","-0.25%"
"03.01.2008","15.500","15.350","15.535","15.165","26.04K","1.37%"
"02.01.2008","15.290","14.910","15.415","14.910","26.49K","2.48%"
"31.12.2007","14.920","14.895","15.080","14.810","10.95K","0.17%"
"28.12.2007","14.895","14.820","14.990","14.730","12.93K","0.52%"
"27.12.2007","14.818","14.800","14.905","14.645","13.85K","-0.11%"
"26.12.2007","14.835","14.700","14.900","14.560","9.31K","1.19%"
"24.12.2007","14.660","14.510","14.720","14.455","4.79K","1.19%"
"21.12.2007","14.488","14.370","14.580","14.320","12.05K","1.03%"
"20.12.2007","14.340","14.270","14.450","14.080","18.69K","0.83%"
"19.12.2007","14.222","14.175","14.290","14.090","11.89K","0.40%"
"18.12.2007","14.165","13.985","14.280","13.930","17.06K","1.32%"
"17.12.2007","13.980","13.975","14.120","13.740","14.58K","-0.02%"
"14.12.2007","13.983","14.235","14.350","13.870","28.94K","-1.78%"
"13.12.2007","14.237","14.750","14.850","14.100","33.01K","-3.97%"
"12.12.2007","14.825","14.655","14.970","14.610","19.88K","-0.27%"
"11.12.2007","14.865","14.760","14.975","14.580","15.60K","0.10%"
"10.12.2007","14.850","14.545","14.900","14.500","21.32K","2.38%"
"07.12.2007","14.505","14.650","14.705","14.395","17.01K","-0.82%"
"06.12.2007","14.625","14.435","14.720","14.125","26.79K","1.14%"
"05.12.2007","14.460","14.510","14.580","14.280","16.83K","-0.03%"
"04.12.2007","14.465","14.315","14.570","14.185","20.64K","1.79%"
"03.12.2007","14.210","14.155","14.395","13.960","19.16K","0.32%"
"30.11.2007","14.165","14.360","14.455","13.965","29.81K","-1.94%"
"29.11.2007","14.445","14.605","14.705","14.320","30.11K","0.77%"
"28.11.2007","14.335","14.450","14.540","14.120","43.81K","-1.04%"
"27.11.2007","14.485","14.715","14.800","14.300","43.46K","-2.33%"
"26.11.2007","14.830","14.795","15.020","14.585","43.68K","0.64%"
"23.11.2007","14.735","14.540","14.905","14.395","21.69K","1.41%"
"22.11.2007","14.530","14.445","14.580","14.395","27.89K","0.76%"
"21.11.2007","14.420","14.740","14.825","14.325","40.96K","-0.55%"
"20.11.2007","14.500","14.240","14.835","14.105","40.96K","2.40%"
"19.11.2007","14.160","14.520","14.670","14.100","31.88K","-2.41%"
"16.11.2007","14.510","14.430","14.745","14.365","27.57K","0.19%"
"15.11.2007","14.482","15.035","15.155","14.340","36.17K","-3.87%"
"14.11.2007","15.065","14.620","15.155","14.615","30.35K","3.11%"
"13.11.2007","14.610","14.465","14.940","14.400","30.55K","-1.03%"
"12.11.2007","14.762","15.470","15.500","14.310","47.72K","-5.04%"
"09.11.2007","15.545","15.170","15.695","15.070","35.28K","0.19%"
"08.11.2007","15.515","15.320","15.865","14.860","50.88K","1.24%"
"07.11.2007","15.325","15.645","16.275","15.250","67.00K","-0.36%"
"06.11.2007","15.380","14.780","15.660","14.695","47.12K","4.02%"
"05.11.2007","14.785","14.705","14.880","14.460","26.03K","1.27%"
"02.11.2007","14.599","14.135","14.735","14.130","31.52K","1.91%"
"01.11.2007","14.325","14.550","14.605","13.980","39.82K","-0.78%"
"31.10.2007","14.438","14.220","14.615","14.180","24.08K","0.77%"
"30.10.2007","14.328","14.570","14.645","14.195","24.43K","-0.71%"
"29.10.2007","14.430","14.480","14.590","14.290","29.96K","1.05%"
"26.10.2007","14.280","13.955","14.320","13.950","27.67K","2.70%"
"25.10.2007","13.905","13.645","14.095","13.615","31.58K","2.32%"
"24.10.2007","13.590","13.660","13.685","13.450","18.30K","-0.44%"
"23.10.2007","13.650","13.505","13.720","13.505","14.22K","0.70%"
"22.10.2007","13.555","13.640","13.670","13.325","23.28K","-0.59%"
"19.10.2007","13.635","13.885","13.995","13.365","35.30K","-1.22%"
"18.10.2007","13.803","13.735","13.900","13.695","18.31K","0.39%"
"17.10.2007","13.750","13.695","13.915","13.610","25.01K","0.67%"
"16.10.2007","13.658","13.880","14.090","13.600","31.03K","-1.42%"
"15.10.2007","13.855","13.915","14.120","13.830","22.04K","-0.35%"
"12.10.2007","13.903","13.865","13.995","13.795","15.37K","-0.59%"
"11.10.2007","13.985","13.675","14.030","13.650","23.47K","2.32%"
"10.10.2007","13.668","13.610","13.790","13.585","14.21K","0.63%"
"09.10.2007","13.583","13.345","13.685","13.250","22.09K","1.67%"
"08.10.2007","13.360","13.520","13.545","13.325","9.98K","-0.96%"
"05.10.2007","13.490","13.490","13.630","13.310","22.95K","-0.07%"
"04.10.2007","13.500","13.430","13.530","13.150","23.61K","0.22%"
"03.10.2007","13.470","13.455","13.595","13.350","18.88K","0.15%"
"02.10.2007","13.450","13.850","13.860","13.180","34.17K","-2.92%"
"01.10.2007","13.855","13.935","13.990","13.760","16.36K","-0.47%"
"28.09.2007","13.920","13.670","14.000","13.625","27.23K","2.02%"
"27.09.2007","13.645","13.520","13.730","13.480","15.75K","0.74%"
"26.09.2007","13.545","13.610","13.745","13.465","22.72K","-0.55%"
"25.09.2007","13.620","13.590","13.640","13.325","23.28K","-0.15%"
"24.09.2007","13.640","13.650","13.870","13.535","23.98K","0.15%"
"21.09.2007","13.620","13.500","13.800","13.435","29.04K","1.11%"
"20.09.2007","13.470","13.085","13.640","13.035","39.73K","2.79%"
"19.09.2007","13.105","13.120","13.240","13.030","21.59K","1.39%"
"18.09.2007","12.925","12.945","13.230","12.825","26.01K","0.19%"
"17.09.2007","12.900","12.680","12.980","12.675","15.97K","1.53%"
"14.09.2007","12.705","12.670","12.935","12.585","19.94K","0.20%"
"13.09.2007","12.680","12.765","12.800","12.490","19.81K","-0.88%"
"12.09.2007","12.793","12.840","12.925","12.645","22.66K","-0.33%"
"11.09.2007","12.835","12.690","12.950","12.635","21.04K","1.06%"
"10.09.2007","12.700","12.690","12.860","12.560","18.34K","-0.47%"
"07.09.2007","12.760","12.585","12.845","12.530","26.81K","1.81%"
"06.09.2007","12.533","12.375","12.670","12.350","25.53K","1.44%"
"05.09.2007","12.355","12.430","12.460","12.265","13.14K","-0.75%"
"04.09.2007","12.448","12.260","12.515","12.160","22.13K","1.37%"
"03.09.2007","12.280","12.260","12.360","12.200","15.10K","0.41%"
"31.08.2007","12.230","11.945","12.275","11.930","20.62K","2.26%"
"30.08.2007","11.960","12.075","12.075","11.890","20.62K","0.97%"
