Date,Open,High,Low,Close,Volume
2015-09-03,1832.5,1832.5,1832.5,1832.5,0.0
2015-09-04,1797.5,1797.5,1797.5,1797.5,0.0
2015-09-07,1797.5,1797.5,1797.5,1797.5,0.0
2015-09-08,1827.5,1827.5,1827.5,1827.5,0.0
2015-09-09,1830.0,1830.0,1830.0,1830.0,0.0
2015-09-10,1825.0,1825.0,1825.0,1825.0,0.0
2015-09-11,1825.0,1825.0,1825.0,1825.0,0.0
2015-09-14,1765.0,1767.0,1765.0,1765.0,1.0
2015-09-15,1748.5,1748.5,1748.5,1748.5,0.0
2015-09-16,1759.5,1759.5,1745.0,1755.0,13.0
2015-09-17,1729.5,1753.5,1729.5,1737.5,35.0
2015-09-18,1695.0,1695.0,1695.0,1695.0,4.0
2015-09-21,1682.0,1682.0,1670.0,1670.0,2.0
2015-09-22,1637.5,1637.5,1630.0,1637.5,1.0
2015-09-23,1657.5,1657.5,1657.5,1657.5,0.0
2015-09-24,1682.5,1682.5,1682.5,1682.5,0.0
2015-09-25,1630.0,1630.0,1630.0,1630.0,0.0
2015-09-28,1625.0,1627.5,1625.0,1627.5,18.0
2015-09-29,1631.5,1657.0,1631.5,1650.0,7.0
2015-09-30,1693.5,1693.5,1693.5,1693.5,0.0
2015-10-01,1684.0,1684.0,1684.0,1684.0,0.0
2015-10-02,1687.5,1687.5,1687.5,1687.5,0.0
2015-10-05,1666.0,1666.0,1666.0,1666.0,0.0
2015-10-06,1647.0,1647.0,1647.0,1647.0,0.0
2015-10-07,1688.5,1688.5,1688.5,1688.5,0.0
2015-10-08,1663.0,1663.0,1663.0,1663.0,0.0
2015-10-09,1839.0,1839.0,1839.0,1839.0,0.0
2015-10-12,1838.0,1838.0,1838.0,1838.0,0.0
2015-10-13,1816.5,1816.5,1816.5,1816.5,0.0
2015-10-14,1816.5,1816.5,1816.5,1816.5,0.0
2015-10-15,1819.5,1819.5,1819.5,1819.5,0.0
2015-10-16,1807.0,1807.0,1807.0,1807.0,0.0
2015-10-19,1807.0,1807.0,1807.0,1807.0,0.0
2015-10-20,1771.0,1771.0,1771.0,1771.0,0.0
2015-10-21,1721.5,1721.5,1721.5,1721.5,0.0
2015-10-22,1748.5,1748.5,1748.5,1748.5,0.0
2015-10-23,1752.5,1752.5,1752.5,1752.5,0.0
2015-10-26,1737.0,1737.0,1737.0,1737.0,0.0
2015-10-27,1743.5,1743.5,1743.5,1743.5,0.0
2015-10-28,1753.0,1753.0,1753.0,1753.0,0.0
2015-10-29,1753.0,1753.0,1753.0,1753.0,0.0
2015-10-30,1704.0,1704.0,1704.0,1704.0,0.0
2015-11-02,1699.0,1699.0,1699.0,1699.0,0.0
2015-11-03,1696.5,1696.5,1696.5,1696.5,0.0
2015-11-04,1683.5,1683.5,1683.5,1683.5,0.0
2015-11-05,1683.5,1683.5,1683.5,1683.5,0.0
2015-11-06,1683.5,1683.5,1683.5,1683.5,0.0
2015-11-09,1655.0,1655.0,1655.0,1655.0,0.0
2015-11-10,1616.0,1616.0,1616.0,1616.0,16.0
2015-11-11,1632.5,1632.5,1632.5,1632.5,0.0
2015-11-12,1618.0,1618.0,1618.0,1618.0,0.0
2015-11-13,1626.5,1626.5,1626.5,1626.5,0.0
2015-11-16,1591.0,1591.0,1591.0,1591.0,0.0
2015-11-17,1554.5,1554.5,1554.5,1554.5,0.0
2015-11-18,1516.5,1516.5,1516.5,1516.5,0.0
2015-11-19,1532.0,1532.0,1532.0,1532.0,0.0
2015-11-20,1561.5,1561.5,1561.5,1561.5,0.0
2015-11-23,1547.0,1547.0,1547.0,1547.0,0.0
2015-11-24,1586.0,1586.0,1586.0,1586.0,0.0
2015-11-25,1578.0,1578.0,1578.0,1578.0,4.0
2015-11-26,1578.0,1578.0,1578.0,1578.0,4.0
2015-11-27,1563.5,1563.5,1563.5,1563.5,0.0
2015-11-30,1562.5,1562.5,1562.5,1562.5,0.0
2015-12-01,1575.0,1575.0,1575.0,1575.0,0.0
2015-12-02,1557.5,1557.5,1557.5,1557.5,4.0
2015-12-03,1522.0,1522.0,1522.0,1522.0,4.0
2015-12-04,1554.0,1554.0,1554.0,1554.0,0.0
2015-12-07,1532.5,1532.5,1532.5,1532.5,0.0
2015-12-08,1537.0,1537.0,1537.0,1537.0,0.0
2015-12-09,1538.5,1538.5,1538.5,1538.5,0.0
2015-12-10,1538.0,1538.0,1538.0,1538.0,0.0
2015-12-11,1557.5,1557.5,1557.5,1557.5,0.0
2015-12-14,1554.5,1554.5,1554.5,1554.5,0.0
2015-12-15,1509.5,1509.5,1509.5,1509.5,0.0
2015-12-16,1518.5,1518.5,1518.5,1518.5,0.0
2015-12-17,1496.5,1496.5,1496.5,1496.5,0.0
2015-12-18,1520.5,1520.5,1520.5,1520.5,0.0
2015-12-21,1536.0,1536.0,1536.0,1536.0,0.0
2015-12-22,1523.0,1523.0,1523.0,1523.0,0.0
2015-12-23,1558.0,1558.0,1558.0,1558.0,0.0
2015-12-24,1558.0,1558.0,1558.0,1558.0,0.0
2015-12-25,1558.0,1558.0,1558.0,1558.0,0.0
2015-12-28,1558.0,1558.0,1558.0,1558.0,0.0
2015-12-29,1558.0,1558.0,1558.0,1558.0,0.0
2015-12-30,1558.0,1558.0,1558.0,1558.0,0.0
2015-12-31,1558.0,1558.0,1558.0,1558.0,0.0
2016-01-01,1558.0,1558.0,1558.0,1558.0,0.0
2016-01-04,1577.5,1577.5,1577.5,1577.5,0.0
2016-01-05,1578.5,1578.5,1578.5,1578.5,0.0
2016-01-06,1554.0,1554.0,1554.0,1554.0,0.0
2016-01-07,1510.0,1510.0,1510.0,1510.0,0.0
2016-01-08,1513.0,1513.0,1513.0,1513.0,0.0
2016-01-11,1476.5,1476.5,1476.5,1476.5,0.0
2016-01-12,1461.5,1461.5,1461.5,1461.5,0.0
2016-01-13,1490.5,1490.5,1490.5,1490.5,0.0
2016-01-14,1505.5,1505.5,1505.5,1505.5,6.0
2016-01-15,1489.0,1489.0,1480.5,1480.5,6.0
2016-01-18,1489.0,1489.0,1480.5,1480.5,6.0
2016-01-19,1510.5,1510.5,1510.5,1510.5,0.0
2016-01-20,1485.5,1485.5,1485.5,1485.5,0.0
2016-01-21,1510.0,1510.0,1510.0,1510.0,6.0
2016-01-22,1511.5,1511.5,1511.5,1511.5,0.0
2016-01-25,1514.5,1514.5,1514.5,1514.5,0.0
2016-01-26,1585.5,1585.5,1585.5,1585.5,0.0
2016-01-27,1609.0,1609.0,1609.0,1609.0,0.0
2016-01-28,1609.0,1609.0,1609.0,1609.0,0.0
2016-01-29,1623.5,1623.5,1623.5,1623.5,0.0
2016-02-01,1649.0,1649.0,1649.0,1649.0,0.0
2016-02-02,1669.5,1669.5,1669.5,1669.5,0.0
2016-02-03,1696.5,1696.5,1696.5,1696.5,0.0
2016-02-04,1696.5,1696.5,1696.5,1696.5,0.0
2016-02-05,1696.5,1696.5,1696.5,1696.5,0.0
2016-02-08,1725.5,1725.5,1725.5,1725.5,0.0
2016-02-09,1688.0,1688.0,1688.0,1688.0,0.0
2016-02-10,1703.5,1703.5,1703.5,1703.5,0.0
2016-02-11,1704.5,1704.5,1704.5,1704.5,0.0
2016-02-12,1703.0,1703.0,1703.0,1703.0,0.0
2016-02-15,1703.0,1703.0,1703.0,1703.0,0.0
2016-02-16,1672.0,1672.0,1672.0,1672.0,0.0
2016-02-17,1645.0,1645.0,1645.0,1645.0,0.0
2016-02-18,1689.5,1689.5,1689.5,1689.5,0.0
2016-02-19,1740.5,1740.5,1740.5,1740.5,0.0
2016-02-22,1776.5,1776.5,1776.5,1776.5,0.0
2016-02-23,1734.0,1734.0,1734.0,1734.0,0.0
2016-02-24,1753.5,1753.5,1753.5,1753.5,0.0
2016-02-25,1747.0,1747.0,1747.0,1747.0,5.0
2016-02-26,1757.0,1757.5,1757.0,1757.5,5.0
2016-02-29,1762.0,1762.0,1762.0,1762.0,0.0
2016-03-01,1783.5,1783.5,1783.5,1783.5,0.0
2016-03-02,1814.5,1814.5,1814.5,1814.5,0.0
2016-03-03,1835.5,1835.5,1835.5,1835.5,0.0
2016-03-04,1846.5,1846.5,1846.5,1846.5,0.0
2016-03-07,1812.5,1812.5,1812.5,1812.5,0.0
2016-03-08,1764.5,1764.5,1764.5,1764.5,0.0
2016-03-09,1801.5,1801.5,1801.5,1801.5,0.0
2016-03-10,1764.0,1764.0,1764.0,1764.0,0.0
2016-03-11,1801.5,1801.5,1801.5,1801.5,0.0
2016-03-14,1784.5,1784.5,1784.5,1784.5,0.0
2016-03-15,1748.5,1748.5,1748.5,1748.5,0.0
2016-03-16,1756.5,1756.5,1756.5,1756.5,0.0
2016-03-17,1817.0,1817.0,1817.0,1817.0,0.0
2016-03-18,1845.0,1845.0,1845.0,1845.0,0.0
2016-03-21,1870.0,1870.0,1870.0,1870.0,0.0
2016-03-22,1866.5,1866.5,1866.5,1866.5,0.0
2016-03-23,1822.5,1822.5,1822.5,1822.5,0.0
2016-03-24,1788.0,1788.0,1788.0,1788.0,0.0
2016-03-25,1788.0,1788.0,1788.0,1788.0,0.0
2016-03-28,1788.0,1788.0,1788.0,1788.0,0.0
2016-03-29,1777.5,1777.5,1777.5,1777.5,0.0
2016-03-30,1777.5,1777.5,1777.5,1777.5,0.0
2016-03-31,1777.5,1777.5,1777.5,1777.5,0.0
2016-04-01,1871.5,1871.5,1871.5,1871.5,0.0
2016-04-04,1857.0,1857.0,1857.0,1857.0,0.0
2016-04-05,1809.0,1809.0,1809.0,1809.0,0.0
2016-04-06,1800.0,1800.0,1800.0,1800.0,0.0
2016-04-07,1749.0,1749.0,1749.0,1749.0,0.0
2016-04-08,1753.5,1753.5,1753.5,1753.5,0.0
2016-04-11,1754.5,1754.5,1754.5,1754.5,0.0
2016-04-12,1828.0,1828.0,1828.0,1828.0,0.0
2016-04-13,1879.0,1879.0,1879.0,1879.0,0.0
2016-04-14,1854.0,1854.0,1854.0,1854.0,0.0
2016-04-15,1873.5,1873.5,1873.5,1873.5,0.0
2016-04-18,1873.5,1873.5,1873.5,1873.5,0.0
2016-04-19,1931.0,1931.0,1931.0,1931.0,0.0
2016-04-20,1931.0,1931.0,1931.0,1931.0,0.0
2016-04-21,1931.0,1931.0,1931.0,1931.0,0.0
2016-04-22,1912.0,1912.0,1912.0,1912.0,0.0
2016-04-25,1879.0,1879.0,1879.0,1879.0,0.0
2016-04-26,1896.0,1896.0,1895.0,1895.0,0.0
2016-04-27,1885.5,1885.5,1885.5,1885.5,0.0
2016-04-28,1885.5,1885.5,1885.5,1885.5,0.0
2016-04-29,1942.0,1942.0,1942.0,1942.0,0.0
2016-05-02,1942.0,1942.0,1942.0,1942.0,0.0
2016-05-03,1903.5,1903.5,1903.5,1903.5,0.0
2016-05-04,1887.5,1887.5,1887.5,1887.5,0.0
2016-05-05,1866.5,1866.5,1866.5,1866.5,0.0
2016-05-06,1879.0,1879.0,1879.0,1879.0,0.0
2016-05-09,1835.0,1835.0,1835.0,1835.0,0.0
2016-05-10,1850.5,1850.5,1850.5,1850.5,0.0
2016-05-11,1902.5,1902.5,1902.5,1902.5,0.0
2016-05-12,1867.5,1867.5,1867.5,1867.5,0.0
2016-05-13,1888.5,1888.5,1888.5,1888.5,0.0
2016-05-16,1898.0,1898.0,1898.0,1898.0,0.0
2016-05-17,1905.5,1905.5,1905.5,1905.5,0.0
2016-05-18,1904.5,1904.5,1904.5,1904.5,0.0
2016-05-19,1879.5,1879.5,1879.5,1879.5,0.0
2016-05-20,1885.0,1885.0,1885.0,1885.0,0.0
2016-05-23,1849.5,1849.5,1849.5,1849.5,0.0
2016-05-24,1841.5,1841.5,1841.5,1841.5,0.0
2016-05-25,1852.5,1852.5,1852.5,1852.5,0.0
2016-05-26,1879.0,1879.0,1879.0,1879.0,0.0
2016-05-27,1902.0,1902.0,1902.0,1902.0,0.0
2016-05-30,1902.0,1902.0,1902.0,1902.0,0.0
2016-05-31,1927.5,1927.5,1927.5,1927.5,0.0
2016-06-01,1974.0,1974.0,1974.0,1974.0,0.0
2016-06-02,1982.0,1982.0,1982.0,1982.0,0.0
2016-06-03,1998.0,1998.0,1998.0,1998.0,0.0
2016-06-06,2033.0,2033.0,2033.0,2033.0,0.0
2016-06-07,2003.0,2003.0,2003.0,2003.0,0.0
2016-06-08,2068.0,2068.0,2068.0,2068.0,0.0
2016-06-09,2070.0,2070.0,2070.0,2070.0,0.0
2016-06-10,2085.5,2085.5,2085.5,2085.5,0.0
2016-06-13,2080.5,2080.5,2080.5,2080.5,0.0
2016-06-14,2029.0,2029.0,2029.0,2029.0,0.0
2016-06-15,2044.5,2044.5,2044.5,2044.5,0.0
2016-06-16,1993.5,1993.5,1993.5,1993.5,0.0
2016-06-17,1987.0,1987.0,1987.0,1987.0,0.0
2016-06-20,2015.5,2015.5,2015.5,2015.5,0.0
2016-06-21,2015.5,2015.5,2015.5,2015.5,0.0
2016-06-22,2046.0,2046.0,2046.0,2046.0,0.0
2016-06-23,2044.0,2044.0,2044.0,2044.0,0.0
2016-06-24,2023.5,2023.5,2023.5,2023.5,4.0
2016-06-27,2002.0,2002.0,1998.0,1998.0,4.0
2016-06-28,2045.0,2045.0,2045.0,2045.0,5.0
2016-06-29,2045.0,2045.0,2045.0,2045.0,5.0
2016-06-30,2045.0,2045.0,2045.0,2045.0,5.0
2016-07-01,2159.0,2159.0,2159.0,2159.0,0.0
2016-07-04,2159.0,2159.0,2159.0,2159.0,0.0
2016-07-05,2111.5,2111.5,2111.5,2111.5,0.0
2016-07-06,2109.0,2109.0,2109.0,2109.0,0.0
2016-07-07,2103.5,2103.5,2103.5,2103.5,0.0
2016-07-08,2142.5,2142.5,2142.5,2142.5,0.0
2016-07-11,2152.0,2152.0,2152.0,2152.0,0.0
2016-07-12,2197.0,2197.0,2197.0,2197.0,0.0
2016-07-13,2180.0,2180.0,2180.0,2180.0,0.0
2016-07-14,2195.5,2195.5,2195.5,2195.5,0.0
2016-07-15,2203.5,2203.5,2203.5,2203.5,0.0
2016-07-18,2219.0,2219.0,2219.0,2219.0,0.0
2016-07-19,2244.5,2244.5,2244.5,2244.5,0.0
2016-07-20,2241.5,2241.5,2241.5,2241.5,0.0
2016-07-21,2264.0,2264.0,2264.0,2264.0,0.0
2016-07-22,2264.0,2264.0,2264.0,2264.0,0.0
2016-07-25,2259.5,2259.5,2259.5,2259.5,0.0
2016-07-26,2235.5,2235.5,2235.5,2235.5,0.0
2016-07-27,2181.0,2181.0,2181.0,2181.0,0.0
2016-07-28,2181.0,2181.0,2181.0,2181.0,0.0
2016-07-29,2248.0,2248.0,2248.0,2248.0,0.0
2016-08-01,2275.0,2275.0,2275.0,2275.0,0.0
2016-08-02,2287.5,2287.5,2287.5,2287.5,0.0
2016-08-03,2285.0,2285.0,2285.0,2285.0,0.0
2016-08-04,2266.0,2266.0,2266.0,2266.0,0.0
2016-08-05,2273.0,2273.0,2273.0,2273.0,0.0
2016-08-08,2289.0,2289.0,2289.0,2289.0,0.0
2016-08-09,2278.0,2278.0,2278.0,2278.0,0.0
2016-08-10,2289.0,2289.0,2289.0,2289.0,0.0
2016-08-11,2275.0,2275.0,2275.0,2275.0,0.0
2016-08-12,2245.0,2245.0,2245.0,2245.0,0.0
2016-08-15,2262.0,2262.0,2262.0,2262.0,0.0
2016-08-16,2265.5,2265.5,2265.5,2265.5,0.0
2016-08-17,2271.0,2271.0,2271.0,2271.0,0.0
2016-08-18,2302.5,2302.5,2302.5,2302.5,0.0
2016-08-19,2292.5,2292.5,2292.5,2292.5,0.0
2016-08-22,2286.0,2286.0,2286.0,2286.0,0.0
2016-08-23,2302.5,2302.5,2302.5,2302.5,0.0
2016-08-24,2277.0,2277.0,2277.0,2277.0,0.0
2016-08-25,2299.0,2299.0,2299.0,2299.0,0.0
2016-08-26,2324.0,2324.0,2324.0,2324.0,0.0
2016-08-29,2324.0,2324.0,2324.0,2324.0,0.0
2016-08-30,2319.0,2319.0,2319.0,2319.0,0.0
2016-08-31,2333.5,2333.5,2333.5,2333.5,0.0
2016-09-01,2343.0,2343.0,2343.0,2343.0,0.0
2016-09-02,2367.0,2367.0,2367.0,2367.0,0.0
2016-09-05,2367.0,2367.0,2367.0,2367.0,0.0
2016-09-06,2329.0,2329.0,2329.0,2329.0,0.0
2016-09-07,2338.0,2338.0,2338.0,2338.0,0.0
2016-09-08,2334.0,2334.0,2334.0,2334.0,0.0
2016-09-09,2308.5,2308.5,2308.5,2308.5,0.0
2016-09-12,2280.5,2280.5,2280.5,2280.5,0.0
2016-09-13,2249.5,2249.5,2249.5,2249.5,0.0
2016-09-14,2299.0,2299.0,2299.0,2299.0,0.0
2016-09-15,2251.5,2251.5,2251.5,2251.5,0.0
2016-09-16,2228.5,2228.5,2228.5,2228.5,0.0
2016-09-19,2268.0,2268.0,2268.0,2268.0,0.0
2016-09-20,2316.5,2316.5,2316.5,2316.5,0.0
2016-09-21,2283.0,2283.0,2283.0,2283.0,0.0
2016-09-22,2312.0,2312.0,2312.0,2312.0,0.0
2016-09-23,2289.5,2289.5,2289.5,2289.5,0.0
2016-09-26,2298.5,2298.5,2298.5,2298.5,0.0
2016-09-27,2334.5,2334.5,2334.5,2334.5,0.0
2016-09-28,2344.5,2344.5,2344.5,2344.5,0.0
2016-09-29,2344.5,2344.5,2344.5,2344.5,0.0
2016-09-30,2393.5,2393.5,2393.5,2393.5,0.0
2016-10-03,2418.5,2418.5,2418.5,2418.5,0.0
2016-10-04,2395.0,2395.0,2395.0,2395.0,0.0
2016-10-05,2366.5,2366.5,2366.5,2366.5,0.0
2016-10-06,2336.0,2336.0,2336.0,2336.0,0.0
2016-10-07,2349.5,2349.5,2349.5,2349.5,0.0
2016-10-10,2349.5,2349.5,2349.5,2349.5,0.0
2016-10-11,2266.5,2266.5,2266.5,2266.5,0.0
2016-10-12,2273.0,2273.0,2273.0,2273.0,0.0
2016-10-13,2251.5,2251.5,2251.5,2251.5,0.0
2016-10-14,2251.5,2251.5,2251.5,2251.5,0.0
2016-10-17,2282.5,2282.5,2282.5,2282.5,0.0
2016-10-18,2302.5,2302.5,2302.5,2302.5,0.0
2016-10-19,2321.0,2321.0,2321.0,2321.0,0.0
2016-10-20,2303.5,2303.5,2303.5,2303.5,0.0
2016-10-21,2279.5,2279.5,2279.5,2279.5,0.0
2016-10-24,2325.5,2325.5,2325.5,2325.5,0.0
2016-10-25,2379.0,2379.0,2379.0,2379.0,0.0
2016-10-26,2379.0,2379.0,2379.0,2379.0,0.0
2016-10-27,2372.5,2372.5,2372.5,2372.5,0.0
2016-10-28,2414.0,2414.0,2414.0,2414.0,0.0
2016-10-31,2493.0,2493.0,2493.0,2493.0,0.0
2016-11-01,2473.5,2473.5,2473.5,2473.5,0.0
2016-11-02,2473.5,2473.5,2473.5,2473.5,0.0
2016-11-03,2506.5,2506.5,2506.5,2506.5,0.0
2016-11-04,2506.5,2506.5,2506.5,2506.5,0.0
2016-11-07,2486.5,2486.5,2486.5,2486.5,0.0
2016-11-08,2507.5,2507.5,2507.5,2507.5,0.0
2016-11-09,2509.5,2509.5,2509.5,2509.5,0.0
2016-11-10,2550.5,2550.5,2550.5,2550.5,0.0
2016-11-11,2550.5,2550.5,2550.5,2550.5,0.0
2016-11-14,2616.0,2616.0,2616.0,2616.0,0.0
2016-11-15,2626.5,2626.5,2626.5,2626.5,0.0
2016-11-16,2552.5,2552.5,2552.5,2552.5,0.0
2016-11-17,2554.5,2554.5,2554.5,2554.5,0.0
2016-11-18,2561.5,2561.5,2561.5,2561.5,0.0
2016-11-21,2598.5,2598.5,2598.5,2598.5,0.0
2016-11-22,2610.5,2610.5,2610.5,2610.5,0.0
2016-11-23,2686.5,2686.5,2686.5,2686.5,0.0
2016-11-24,2686.5,2686.5,2686.5,2686.5,0.0
2016-11-25,2814.5,2814.5,2814.5,2814.5,0.0
2016-11-28,2920.0,2920.0,2920.0,2920.0,0.0
2016-11-29,2737.0,2737.0,2737.0,2737.0,0.0
2016-11-30,2717.0,2717.0,2717.0,2717.0,0.0
2016-12-01,2742.0,2742.0,2742.0,2742.0,0.0
2016-12-02,2690.5,2690.5,2690.5,2690.5,0.0
2016-12-05,2774.5,2774.5,2774.5,2774.5,0.0
2016-12-06,2807.0,2807.0,2807.0,2807.0,0.0
2016-12-07,2737.0,2737.0,2737.0,2737.0,0.0
2016-12-08,2699.5,2699.5,2699.5,2699.5,0.0
2016-12-09,2710.0,2710.0,2710.0,2710.0,0.0
2016-12-12,2725.5,2725.5,2725.5,2725.5,0.0
2016-12-13,2707.5,2707.5,2707.5,2707.5,0.0
2016-12-14,2799.0,2799.0,2799.0,2799.0,0.0
2016-12-15,2814.0,2814.0,2814.0,2814.0,0.0
2016-12-16,2728.0,2728.0,2728.0,2728.0,0.0
2016-12-19,2728.0,2728.0,2728.0,2728.0,0.0
2016-12-20,2632.0,2632.0,2632.0,2632.0,0.0
2016-12-21,2611.5,2611.5,2611.5,2611.5,0.0
2016-12-22,2629.5,2629.5,2629.5,2629.5,0.0
2016-12-23,2629.5,2629.5,2629.5,2629.5,0.0
2016-12-26,2629.5,2629.5,2629.5,2629.5,0.0
2016-12-27,2629.5,2629.5,2629.5,2629.5,0.0
2016-12-28,2572.5,2572.5,2572.5,2572.5,0.0
2016-12-29,2572.5,2572.5,2572.5,2572.5,0.0
2016-12-30,2583.5,2583.5,2583.5,2583.5,0.0
2017-01-02,2583.5,2583.5,2583.5,2583.5,0.0
2017-01-03,2578.5,2578.5,2578.5,2578.5,0.0
2017-01-04,2618.0,2618.0,2618.0,2618.0,0.0
2017-01-05,2618.5,2618.5,2618.5,2618.5,0.0
2017-01-06,2622.5,2622.5,2622.5,2622.5,0.0
2017-01-09,2674.0,2674.0,2674.0,2674.0,0.0
2017-01-10,2729.5,2729.5,2729.5,2729.5,0.0
2017-01-11,2701.0,2701.0,2701.0,2701.0,0.0
2017-01-12,2739.0,2739.0,2739.0,2739.0,0.0
2017-01-13,2787.0,2787.0,2787.0,2787.0,0.0
2017-01-16,2787.0,2787.0,2787.0,2787.0,0.0
2017-01-17,2729.0,2729.0,2729.0,2729.0,0.0
2017-01-18,2777.0,2777.0,2777.0,2777.0,0.0
2017-01-19,2770.5,2770.5,2770.5,2770.5,0.0
2017-01-20,2769.0,2769.0,2769.0,2769.0,0.0
2017-01-23,2798.5,2798.5,2798.5,2798.5,0.0
2017-01-24,2830.0,2830.0,2830.0,2830.0,0.0
2017-01-25,2804.0,2804.0,2804.0,2804.0,0.0
2017-01-26,2776.0,2776.0,2776.0,2776.0,0.0
2017-01-27,2778.0,2778.0,2778.0,2778.0,0.0
2017-01-30,2792.0,2792.0,2792.0,2792.0,0.0
2017-01-31,2792.0,2792.0,2792.0,2792.0,0.0
2017-02-01,2882.0,2882.0,2882.0,2882.0,5.0
2017-02-02,2861.5,2880.5,2861.5,2880.5,5.0
2017-02-03,2880.5,2880.5,2880.5,2880.5,0.0
2017-02-06,2805.5,2805.5,2805.5,2805.5,0.0
2017-02-07,2810.5,2810.5,2810.5,2810.5,0.0
2017-02-08,2860.0,2860.0,2860.0,2860.0,0.0
2017-02-09,2847.5,2847.5,2847.5,2847.5,0.0
2017-02-10,2918.5,2918.5,2918.5,2918.5,0.0
2017-02-13,2930.0,2930.0,2930.0,2930.0,0.0
2017-02-14,2908.5,2908.5,2908.5,2908.5,0.0
2017-02-15,2899.0,2899.0,2899.0,2899.0,0.0
2017-02-16,2886.5,2886.5,2886.5,2886.5,5.0
2017-02-17,2817.0,2843.5,2817.0,2843.5,5.0
2017-02-20,2817.0,2843.5,2817.0,2843.5,5.0
2017-02-21,2819.0,2819.0,2819.0,2819.0,0.0
2017-02-22,2834.5,2834.5,2834.5,2834.5,0.0
2017-02-23,2747.5,2747.5,2747.5,2747.5,0.0
2017-02-24,2859.0,2859.0,2859.0,2859.0,0.0
2017-02-27,2844.0,2844.0,2844.0,2844.0,0.0
2017-02-28,2864.0,2864.0,2864.0,2864.0,0.0
2017-03-01,2864.0,2864.0,2864.0,2864.0,0.0
2017-03-02,2864.0,2864.0,2864.0,2864.0,0.0
2017-03-03,2864.0,2864.0,2864.0,2864.0,0.0
2017-03-06,2864.0,2864.0,2864.0,2864.0,0.0
2017-03-07,2864.0,2864.0,2864.0,2864.0,0.0
2017-03-08,2864.0,2864.0,2864.0,2864.0,0.0
2017-03-09,2710.0,2710.0,2710.0,2710.0,0.0
2017-03-10,2730.0,2730.0,2730.0,2730.0,0.0
2017-03-13,2785.0,2785.0,2785.0,2785.0,0.0
2017-03-14,2792.0,2792.0,2792.0,2792.0,0.0
2017-03-15,2813.5,2813.5,2813.5,2813.5,0.0
2017-03-16,2871.5,2871.5,2871.5,2871.5,0.0
2017-03-17,2916.0,2916.0,2916.0,2916.0,0.0
2017-03-20,2891.5,2891.5,2891.5,2891.5,0.0
2017-03-21,2860.0,2860.0,2860.0,2860.0,0.0
